duration,p0x,p0y,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,p5x,p5y,p6x,p6y,p7x,p7y
1.0,1.9999999999999927,7.060410457340512e-19,1.9999999999999931,1.2619314764225773e-19,1.9999999999999936,-4.5365475044953495e-19,1.9999999999999931,-1.0335026485413275e-18,1.9961493714285634,0.00033745714285714115,1.9876309999999893,0.0010587619047619022,1.9740485714285547,0.0021732857142857105,1.9554279999999726,0.0036519999999999973
1.0,1.955428999999993,0.003650999999999975,1.9368091428571363,0.005129142857142828,1.9131515714285656,0.006971095238095204,1.884482457142851,0.009147514285714246,1.8512503428571354,0.011590342857142812,1.8137445714285614,0.014247666666666605,1.7722458571428414,0.01706828571428562,1.7270009999999745,0.02000399999999985
1.0,1.727001999999994,0.020003999999999914,1.6817574285714227,0.022939714285714192,1.6327669523809474,0.02599057142857133,1.5802775142857088,0.029108457142857036,1.524502257142851,0.03224834285714273,1.4656594285714202,0.035364952380952205,1.4039664285714155,0.03841128571428544,1.3396429999999788,0.041339999999999565
1.0,1.3396429999999953,0.04133999999999984,1.27531971428571,0.04426828571428555,1.208366047619044,0.04707866666666651,1.1390017142857103,0.04972357142857125,1.0674486571428528,0.05215488571428551,0.9939293809523748,0.054322142857142576,0.918663714285705,0.05618899999999956,0.841866999999985,0.057741999999999294
1.0,0.8418669999999971,0.057741999999999793,0.7650702857142835,0.05929485714285694,0.686742523809522,0.06053357142857123,0.6070990285714267,0.06144437142857122,0.5263505142857121,0.06203608571428547,0.4447048571428544,0.062331666666666334,0.36237042857142415,0.06235171428571377,0.2795559999999927,0.062116999999999145
1.0,0.2795559999999993,0.06211799999999978,0.19674114285714256,0.06188299999999979,0.11344585714285715,0.06139276190476171,0.02987851428571442,0.060667571428571224,-0.05375245714285687,0.05972739999999976,-0.13723823809523772,0.05859028571428539,-0.22036999999999962,0.057274714285713776,-0.3029389999999994,0.055798999999999176
1.0,-0.3029389999999986,0.055797999999999806,-0.38550799999999835,0.05432228571428553,-0.4675142380952363,0.05268647619047603,-0.5487489428571408,0.05090894285714268,-0.6290033142857119,0.04900797142857123,-0.7080685714285679,0.04700209523809497,-0.785735857142852,0.044909857142856724,-0.8617959999999917,0.042749999999999316
1.0,-0.8617959999999967,0.04274899999999985,-0.9378565714285679,0.04058871428571416,-1.0123102857142823,0.03836042857142846,-1.0849482285714247,0.03608262857142846,-1.1555613999999954,0.03377382857142844,-1.2239409999999937,0.031452523809523625,-1.289878285714276,0.02913728571428543,-1.3531659999999843,0.02684699999999953
1.0,-1.353165999999995,0.026845999999999908,-1.4164541428571378,0.024554857142857062,-1.4770933333333285,0.022287999999999933,-1.5348769428571374,0.02006379999999993,-1.5896004285714223,0.017900514285714212,-1.6410581428571345,0.01581647619047609,-1.6890494285714155,0.013829714285714131,-1.7333409999999783,0.011959999999999747
1.0,-1.7333409999999934,0.011959999999999962,-1.7776324285714222,0.010090142857142827,-1.8182239523809465,0.008337238095238075,-1.8548820857142794,0.00672099999999998,-1.8873404857142781,0.005262828571428548,-1.9153244285714184,0.00398442857142854,-1.9384048571428414,0.002915857142857097,-1.956562999999974,0.002066999999999925
1.0,-1.956562999999993,0.002066999999999991,-1.974721285714279,0.0012175714285714231,-1.98795747619047,0.0005872857142857116,-1.9962530571428505,0.00018539999999999876,-2.000000085714278,3.7142857142779054e-07,-2.000000142857132,4.2857142857136155e-07,-2.000000142857126,5.714285714287712e-07,-1.9999999999999727,9.999999999992654e-07
