duration,p0x,p0y,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,p5x,p5y,p6x,p6y,p7x,p7y
2.1,-2.999999999999989,-9.91331355628558e-18,-2.99999999999999,-1.5725154864320516e-18,-2.9999999999999902,6.76828258342147e-18,-2.99999999999999,1.510908065327499e-17,-2.999046799999988,-0.004875371428571404,-2.9967599047618885,-0.01541980952380949,-2.99286228571426,-0.03189314285714282,-2.987168999999959,-0.05400399999999997
2.1,-2.987168999999989,-0.05400399999999962,-2.981475857142847,-0.07611499999999954,-2.973987333333324,-0.10386366666666616,-2.964518885714276,-0.13695879999999944,-2.9529785142857023,-0.1745582285714279,-2.939250571428555,-0.21604261904761812,-2.923216142857118,-0.26080228571428427,-2.9047489999999594,-0.30827199999999766
2.1,-2.904748999999989,-0.30826999999999866,-2.8862822857142754,-0.3557391428571414,-2.865383190476181,-0.4059180476190461,-2.8419257714285613,-0.45824137142856974,-2.815777028571417,-0.5121882285714265,-2.7868053809523654,-0.5672318095238068,-2.754871999999976,-0.6228349999999958,-2.7198369999999614,-0.6784549999999931
2.1,-2.7198369999999903,-0.6784559999999973,-2.684801857142848,-0.7340764285714259,-2.6466649999999916,-0.7897139999999971,-2.6052865142857056,-0.8448262285714255,-2.5605254285714185,-0.8988652857142823,-2.512232142857129,-0.9512687142857094,-2.460310285714264,-1.0015629999999924,-2.404752999999965,-1.0494249999999876
2.1,-2.404752999999991,-1.049424999999996,-2.349195714285706,-1.0972867142857103,-2.290003095238088,-1.1427157142857105,-2.2271683142857066,-1.1853883714285673,-2.1607739714285628,-1.2251309714285665,-2.090955333333322,-1.261858047619041,-2.017859571428553,-1.2955041428571328,-1.9416669999999698,-1.3260589999999832
2.1,-1.9416669999999931,-1.3260569999999952,-1.8654739999999939,-1.3566109999999951,-1.7861837142857089,-1.3840730476190433,-1.7039759999999944,-1.4084323142857094,-1.6190634285714223,-1.4297327142857088,-1.5316720952380862,-1.448040809523802,-1.442026142857129,-1.4634198571428452,-1.3503489999999776,-1.4759319999999805
2.1,-1.3503489999999954,-1.4759329999999946,-1.2586718571428532,-1.4884452857142805,-1.1649634285714252,-1.4980904761904714,-1.0694469999999967,-1.5049304285714233,-0.972344942857139,-1.5090255428571369,-0.8738776190476139,-1.510432619047611,-0.7742655714285632,-1.5092095714285585,-0.6737289999999864,-1.5054139999999792
2.1,-0.6737289999999979,-1.5054139999999945,-0.5731925714285698,-1.5016184285714236,-0.4717319047619036,-1.4952502857142809,-0.36956754285714183,-1.4863670857142806,-0.2669200285714275,-1.475025942857137,-0.16400980952380806,-1.461285380952373,-0.06105885714285475,-1.4451989999999877,0.04171100000000383,-1.4268199999999798
2.1,0.041709999999999484,-1.4268209999999946,0.14447914285714197,-1.4084418571428523,0.24706652380952265,-1.3877697619047575,0.3492496857142843,-1.3648575714285667,0.45080574285714115,-1.339757428571423,0.5515099523809499,-1.3125155714285641,0.6511491428571392,-1.2832135714285602,0.7495309999999941,-1.2519889999999816
2.1,0.7495329999999969,-1.2519879999999954,0.8479158571428539,-1.220762999999996,0.9450420952380918,-1.1876150476190441,1.040719942857139,-1.1526814285714249,1.134778971428567,-1.1161552571428526,1.2270599523809462,-1.078264999999994,1.317415285714276,-1.0392305714285621,1.4057189999999846,-0.9992669999999847
2.1,1.4057199999999948,-0.9992669999999965,1.494024428571423,-0.9593032857142826,1.5802778095238041,-0.9184101904761877,1.6643546285714226,-0.8768024857142829,1.7461513714285646,-0.8346897999999967,1.8255765714285621,-0.7922742857142812,1.9025367142857,-0.7497595714285643,1.976937999999976,-0.7073489999999885
2.1,1.9769389999999925,-0.7073489999999976,2.0513407142857067,-0.6649384285714264,2.123183714285707,-0.6226320952380933,2.1923741142857067,-0.5806334857142839,2.258817542857134,-0.5391459714285692,2.3224180476190353,-0.49837366666666366,2.383080142857124,-0.458520428571424,2.440709999999969,-0.41978899999999236
2.1,2.4407099999999913,-0.41978799999999855,2.4983398571428483,-0.3810562857142845,2.5529373809523728,-0.34344599999999903,2.6044086285714196,-0.3071595142857133,2.652661171428561,-0.2723977428571418,2.6976020476190334,-0.2393624285714271,2.739141714285692,-0.20825142857142626,2.7771649999999632,-0.17928599999999617
2.1,2.77716499999999,-0.17928699999999942,2.815188285714276,-0.1503218571428567,2.849695238095229,-0.12350247619047587,2.880570771428561,-0.099050314285714,2.907674285714274,-0.07721045714285682,2.9308577142856986,-0.05823328571428529,2.9498561428571186,-0.042482714285713596,2.9647269999999604,-0.030029999999998863
2.1,2.9647269999999892,-0.03002999999999987,2.9795981428571325,-0.01757757142857135,2.9903419047618955,-0.008423047619047587,2.9970157999999896,-0.0026376571428571235,2.9999997428571303,5.7142857147474135e-08,2.9999995714285554,4.7619047614799737e-08,2.999999428571403,1.428571428513381e-07,2.9999989999999586,1.000000000001e-06
