duration,p0x,p0y,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,p5x,p5y,p6x,p6y,p7x,p7y
1.0,3.6955179999999865,-1.5307339999999945,3.695517999999987,-1.5307339999999947,3.695517999999988,-1.5307339999999952,3.695517999999987,-1.5307339999999947,3.697358942857128,-1.5335909428571366,3.7012776666666465,-1.5399081904761822,3.707309142857112,-1.549976857142844,3.7152759999999487,-1.563774999999979
1.0,3.715275999999986,-1.5637739999999942,3.723242714285701,-1.577571571428566,3.733144809523797,-1.59509809523809,3.7448049428571295,-1.61633108571428,3.7578334857142703,-1.6409344857142791,3.7719305714285505,-1.66869061904761,3.786799285714254,-1.6993881428571291,3.8021599999999482,-1.7328409999999776
1.0,3.8021599999999864,-1.7328419999999933,3.8175209999999873,-1.766294857142851,3.833374190476178,-1.8025029047618988,3.849440057142844,-1.8412799142857077,3.8654564285714135,-1.882464771428564,3.8811585714285504,-1.925892476190466,3.8962772857142536,-1.9713987142856986,3.910540999999947,-2.0188169999999745
1.0,3.9105409999999856,-2.0188179999999925,3.9248048571428433,-2.0662371428571356,3.9382138571428444,-2.1155690476190405,3.950496542857129,-2.1666478285714206,3.9613792571428412,-2.2193059142857057,3.9705819523809303,-2.2733755714285597,3.9778638571428235,-2.328689571428553,3.9830499999999454,-2.3850829999999696
1.0,3.983048999999985,-2.385083999999991,3.988234999999986,-2.44147742857142,3.9913251904761773,-2.498950190476182,3.9921445999999863,-2.55733722857142,3.9905841142856984,-2.6164756285714184,3.9865736190475975,-2.6762030476190333,3.9800501428571087,-2.7363617142856924,3.9709719999999447,-2.796800999999964
1.0,3.9709719999999855,-2.7968009999999897,3.9618938571428437,-2.857240571428561,3.9502609523809395,-2.9179609999999903,3.936031457142844,-2.978811885714275,3.919184657142842,-3.0396501999999876,3.899708238095217,-3.1003376190476026,3.877587571428539,-3.160733999999974,3.8528069999999457,-3.220698999999958
1.0,3.852807999999986,-3.220698999999988,3.828027857142844,-3.2806638571428457,3.80058795238094,-3.340196999999989,3.770472714285701,-3.399157742857131,3.737665657142842,-3.457404914285701,3.7021476666666464,-3.5147955714285533,3.663908714285683,-3.5711948571428285,3.6229559999999483,-3.6264849999999527
1.0,3.622954999999987,-3.6264839999999867,3.582001857142845,-3.68177314285713,3.538334523809513,-3.7359525238095115,3.491959742857131,-3.788903885714273,3.4429010571428433,-3.84052568571427,3.3911906190476007,-3.8907237619047415,3.3368722857142568,-3.9394229999999677,3.280010999999953,-3.9865819999999474
1.0,3.280011999999988,-3.9865809999999855,3.223151428571418,-4.0337394285714145,3.163748523809514,-4.079357190476177,3.1018687428571328,-4.123392485714271,3.0375990857142736,-4.165836857142841,2.9710386190476026,-4.206701190476168,2.9022847142856887,-4.245994428571393,2.831434999999958,-4.283726999999943
1.0,2.83143499999999,-4.283726999999984,2.7605852857142765,-4.32145928571427,2.6876397619047534,-4.357630666666652,2.6126959714285625,-4.392251399999984,2.535851542857133,-4.425333114285697,2.4572026666666527,-4.456885952380928,2.3768457142856927,-4.48692042857139,2.2948769999999645,-4.51544699999994
1.0,2.294877999999992,-4.515446999999983,2.21290985714285,-4.54397328571427,2.1293302857142793,-4.570991428571414,2.0442357142857075,-4.596511742857128,1.9577224857142776,-4.620544371428553,1.8698870952380848,-4.643099619047594,1.7808259999999834,-4.664187714285675,1.690635999999973,-4.683818999999937
1.0,1.690635999999994,-4.683818999999983,1.6004457142857091,-4.703450142857126,1.509126190476186,-4.721624380952366,1.4167738857142813,-4.738351971428555,1.323485257142852,-4.753643199999981,1.2293567142857074,-4.767508333333307,1.13448457142856,-4.7799575714285325,1.0389649999999815,-4.791000999999934
